latitud,longitud
-38.048114,-57.539609,,-1.77385,-14.033258,,,-39.821964,-71.572867
-38.04624499,-57.5316848,,-1.770047288,-14.03997677,,,-39.81629228,-71.57166157
-38.04437599,-57.5237606,,-1.766244576,-14.04669553,,,-39.81062056,-71.57045614
-38.04250698,-57.51583641,,-1.762441864,-14.0534143,,,-39.80494884,-71.5692507
-38.04063797,-57.50791221,,-1.758639152,-14.06013306,,,-39.79927712,-71.56804527
-38.03876896,-57.49998801,,-1.75483644,-14.06685183,,,-39.7936054,-71.56683984
-38.03689996,-57.49206381,,-1.751033728,-14.0735706,,,-39.78793369,-71.56563441
-38.03503095,-57.48413961,,-1.747231016,-14.08028936,,,-39.78226197,-71.56442898
-38.03316194,-57.47621542,,-1.743428304,-14.08700813,,,-39.77659025,-71.56322354
-38.03129294,-57.46829122,,-1.739625592,-14.09372689,,,-39.77091853,-71.56201811
-38.02942393,-57.46036702,,-1.73582288,-14.10044566,,,-39.76524681,-71.56081268
-38.02755492,-57.45244282,,-1.732020168,-14.10716443,,,-39.75957509,-71.55960725
-38.02568592,-57.44451862,,-1.728217456,-14.11388319,,,-39.75390337,-71.55840182
-38.02381691,-57.43659443,,-1.724414744,-14.12060196,,,-39.74823165,-71.55719638
-38.0219479,-57.42867023,,-1.720612032,-14.12732072,,,-39.74255993,-71.55599095
-38.0200789,-57.42074603,,-1.71680932,-14.13403949,,,-39.73688822,-71.55478552
-38.01820989,-57.41282183,,-1.713006608,-14.14075826,,,-39.7312165,-71.55358009
-38.01634088,-57.40489763,,-1.709203896,-14.14747702,,,-39.72554478,-71.55237466
-38.01447187,-57.39697344,,-1.705401184,-14.15419579,,,-39.71987306,-71.55116922
-38.01260287,-57.38904924,,-1.701598472,-14.16091455,,,-39.71420134,-71.54996379
-38.01073386,-57.38112504,,-1.69779576,-14.16763332,,,-39.70852962,-71.54875836
-38.00886485,-57.37320084,,-1.693993048,-14.17435209,,,-39.7028579,-71.54755293
-38.00699585,-57.36527664,,-1.690190336,-14.18107085,,,-39.69718618,-71.5463475
-38.00512684,-57.35735245,,-1.686387624,-14.18778962,,,-39.69151446,-71.54514206
-38.00325783,-57.34942825,,-1.682584912,-14.19450838,,,-39.68584274,-71.54393663
-38.00138883,-57.34150405,,-1.6787822,-14.20122715,,,-39.68017103,-71.5427312
-37.99951982,-57.33357985,,-1.674979488,-14.20794592,,,-39.67449931,-71.54152577
-37.99765081,-57.32565565,,-1.671176776,-14.21466468,,,-39.66882759,-71.54032034
-37.9957818,-57.31773146,,-1.667374064,-14.22138345,,,-39.66315587,-71.5391149
-37.9939128,-57.30980726,,-1.663571352,-14.22810221,,,-39.65748415,-71.53790947
-37.99204379,-57.30188306,,-1.65976864,-14.23482098,,,-39.65181243,-71.53670404
-37.99017478,-57.29395886,,-1.655965928,-14.24153975,,,-39.64614071,-71.53549861
-37.98830578,-57.28603466,,-1.652163216,-14.24825851,,,-39.64046899,-71.53429318
-37.98643677,-57.27811047,,-1.648360504,-14.25497728,,,-39.63479727,-71.53308774
-37.98456776,-57.27018627,,-1.644557792,-14.26169604,,,-39.62912555,-71.53188231
-37.98269875,-57.26226207,,-1.64075508,-14.26841481,,,-39.62345383,-71.53067688
-37.98082975,-57.25433787,,-1.636952368,-14.27513358,,,-39.61778212,-71.52947145
-37.97896074,-57.24641367,,-1.633149656,-14.28185234,,,-39.6121104,-71.52826602
-37.97709173,-57.23848948,,-1.629346944,-14.28857111,,,-39.60643868,-71.52706058
-37.97522273,-57.23056528,,-1.625544232,-14.29528987,,,-39.60076696,-71.52585515
-37.97335372,-57.22264108,,-1.62174152,-14.30200864,,,-39.59509524,-71.52464972
-37.97148471,-57.21471688,,-1.617938808,-14.30872741,,,-39.58942352,-71.52344429
-37.96961571,-57.20679268,,-1.614136096,-14.31544617,,,-39.5837518,-71.52223886
-37.9677467,-57.19886849,,-1.610333384,-14.32216494,,,-39.57808008,-71.52103342
-37.96587769,-57.19094429,,-1.606530672,-14.3288837,,,-39.57240836,-71.51982799
-37.96400868,-57.18302009,,-1.60272796,-14.33560247,,,-39.56673664,-71.51862256
-37.96213968,-57.17509589,,-1.598925248,-14.34232124,,,-39.56106493,-71.51741713
-37.96027067,-57.16717169,,-1.595122536,-14.34904,,,-39.55539321,-71.5162117
-37.95840166,-57.1592475,,-1.591319824,-14.35575877,,,-39.54972149,-71.51500626
-37.95653266,-57.1513233,,-1.587517112,-14.36247753,,,-39.54404977,-71.51380083
-37.95466365,-57.1433991,,-1.5837144,-14.3691963,,,-39.53837805,-71.5125954
-37.95279464,-57.1354749,,-1.579911688,-14.37591507,,,-39.53270633,-71.51138997
-37.95092564,-57.1275507,,-1.576108976,-14.38263383,,,-39.52703461,-71.51018454
-37.94905663,-57.11962651,,-1.572306264,-14.3893526,,,-39.52136289,-71.5089791
-37.94718762,-57.11170231,,-1.568503552,-14.39607136,,,-39.51569117,-71.50777367
-37.94531862,-57.10377811,,-1.56470084,-14.40279013,,,-39.51001946,-71.50656824
-37.94344961,-57.09585391,,-1.560898128,-14.4095089,,,-39.50434774,-71.50536281
-37.9415806,-57.08792971,,-1.557095416,-14.41622766,,,-39.49867602,-71.50415738
-37.93971159,-57.08000552,,-1.553292704,-14.42294643,,,-39.4930043,-71.50295194
-37.93784259,-57.07208132,,-1.549489992,-14.42966519,,,-39.48733258,-71.50174651
-37.93597358,-57.06415712,,-1.54568728,-14.43638396,,,-39.48166086,-71.50054108
-37.93410457,-57.05623292,,-1.541884568,-14.44310273,,,-39.47598914,-71.49933565
-37.93223557,-57.04830872,,-1.538081856,-14.44982149,,,-39.47031742,-71.49813022
-37.93036656,-57.04038453,,-1.534279144,-14.45654026,,,-39.4646457,-71.49692478
-37.92849755,-57.03246033,,-1.530476432,-14.46325902,,,-39.45897398,-71.49571935
-37.92662855,-57.02453613,,-1.52667372,-14.46997779,,,-39.45330227,-71.49451392
-37.92475954,-57.01661193,,-1.522871008,-14.47669656,,,-39.44763055,-71.49330849
-37.92289053,-57.00868773,,-1.519068296,-14.48341532,,,-39.44195883,-71.49210306
-37.92102152,-57.00076354,,-1.515265584,-14.49013409,,,-39.43628711,-71.49089762
-37.91915252,-56.99283934,,-1.511462872,-14.49685285,,,-39.43061539,-71.48969219
-37.91728351,-56.98491514,,-1.50766016,-14.50357162,,,-39.42494367,-71.48848676
-37.9154145,-56.97699094,,-1.503857448,-14.51029039,,,-39.41927195,-71.48728133
-37.9135455,-56.96906674,,-1.500054736,-14.51700915,,,-39.41360023,-71.4860759
-37.91167649,-56.96114255,,-1.496252024,-14.52372792,,,-39.40792851,-71.48487046
-37.90980748,-56.95321835,,-1.492449312,-14.53044668,,,-39.40225679,-71.48366503
-37.90793848,-56.94529415,,-1.4886466,-14.53716545,,,-39.39658508,-71.4824596
-37.90606947,-56.93736995,,-1.484843888,-14.54388422,,,-39.39091336,-71.48125417
-37.90420046,-56.92944575,,-1.481041176,-14.55060298,,,-39.38524164,-71.48004874
-37.90233145,-56.92152156,,-1.477238464,-14.55732175,,,-39.37956992,-71.4788433
-37.90046245,-56.91359736,,-1.473435752,-14.56404051,,,-39.3738982,-71.47763787
-37.89859344,-56.90567316,,-1.46963304,-14.57075928,,,-39.36822648,-71.47643244
-37.89672443,-56.89774896,,-1.465830328,-14.57747805,,,-39.36255476,-71.47522701
-37.89485543,-56.88982476,,-1.462027616,-14.58419681,,,-39.35688304,-71.47402158
-37.89298642,-56.88190057,,-1.458224904,-14.59091558,,,-39.35121132,-71.47281614
-37.89111741,-56.87397637,,-1.454422192,-14.59763434,,,-39.3455396,-71.47161071
-37.88924841,-56.86605217,,-1.45061948,-14.60435311,,,-39.33986789,-71.47040528
-37.8873794,-56.85812797,,-1.446816768,-14.61107188,,,-39.33419617,-71.46919985
-37.88551039,-56.85020377,,-1.443014056,-14.61779064,,,-39.32852445,-71.46799442
-37.88364138,-56.84227958,,-1.439211344,-14.62450941,,,-39.32285273,-71.46678898
-37.88177238,-56.83435538,,-1.435408632,-14.63122817,,,-39.31718101,-71.46558355
-37.87990337,-56.82643118,,-1.43160592,-14.63794694,,,-39.31150929,-71.46437812
-37.87803436,-56.81850698,,-1.427803208,-14.64466571,,,-39.30583757,-71.46317269
-37.87616536,-56.81058278,,-1.424000496,-14.65138447,,,-39.30016585,-71.46196726
-37.87429635,-56.80265859,,-1.420197784,-14.65810324,,,-39.29449413,-71.46076182
-37.87242734,-56.79473439,,-1.416395072,-14.664822,,,-39.28882241,-71.45955639
-37.87055834,-56.78681019,,-1.41259236,-14.67154077,,,-39.2831507,-71.45835096
-37.86868933,-56.77888599,,-1.408789648,-14.67825954,,,-39.27747898,-71.45714553
-37.86682032,-56.77096179,,-1.404986936,-14.6849783,,,-39.27180726,-71.4559401
-37.86495131,-56.7630376,,-1.401184224,-14.69169707,,,-39.26613554,-71.45473466
-37.86308231,-56.7551134,,-1.397381512,-14.69841583,,,-39.26046382,-71.45352923
-37.8612133,-56.7471892,,-1.3935788,-14.7051346,,,-39.2547921,-71.4523238
-37.85934429,-56.739265,,-1.389776088,-14.71185337,,,-39.24912038,-71.45111837
-37.85747529,-56.7313408,,-1.385973376,-14.71857213,,,-39.24344866,-71.44991294
-37.85560628,-56.72341661,,-1.382170664,-14.7252909,,,-39.23777694,-71.4487075
-37.85373727,-56.71549241,,-1.378367952,-14.73200966,,,-39.23210522,-71.44750207
-37.85186827,-56.70756821,,-1.37456524,-14.73872843,,,-39.22643351,-71.44629664
-37.84999926,-56.69964401,,-1.370762528,-14.7454472,,,-39.22076179,-71.44509121
-37.84813025,-56.69171981,,-1.366959816,-14.75216596,,,-39.21509007,-71.44388578
-37.84626124,-56.68379562,,-1.363157104,-14.75888473,,,-39.20941835,-71.44268034
-37.84439224,-56.67587142,,-1.359354392,-14.76560349,,,-39.20374663,-71.44147491
